original_title,is_adult,year_of_release,runtime,imdb_rating,release_month,nominations,wins,actors_name,genre
Manikarnika: The Queen of Jhansi,0,2019,148,6.5,January,0,0,Kangana Ranaut,Action
Manikarnika: The Queen of Jhansi,0,2019,148,6.5,January,0,0,Rimi Sen,Action
Manikarnika: The Queen of Jhansi,0,2019,148,6.5,January,0,0,Atul Kulkarni,Action
Manikarnika: The Queen of Jhansi,0,2019,148,6.5,January,0,0,Nalneesh Neel,Action
Manikarnika: The Queen of Jhansi,0,2019,148,6.5,January,0,0,Danny Denzongpa,Action
Manikarnika: The Queen of Jhansi,0,2019,148,6.5,January,0,0,Mishti,Action
Manikarnika: The Queen of Jhansi,0,2019,148,6.5,January,0,0,Kulbhushan Kharbanda,Action
Manikarnika: The Queen of Jhansi,0,2019,148,6.5,January,0,0,Mohammed Zeeshan Ayyub,Action
Manikarnika: The Queen of Jhansi,0,2019,148,6.5,January,0,0,Anil George,Action
Manikarnika: The Queen of Jhansi,0,2019,148,6.5,January,0,0,Vikram Kochhar,Action
Manikarnika: The Queen of Jhansi,0,2019,148,6.5,January,0,0,Edward Sonnenblick,Action
Manikarnika: The Queen of Jhansi,0,2019,148,6.5,January,0,0,Ankita Lokhande,Action
Manikarnika: The Queen of Jhansi,0,2019,148,6.5,January,0,0,Richard Keep,Action
Manikarnika: The Queen of Jhansi,0,2019,148,6.5,January,0,0,Jishu Sengupta,Action
Manikarnika: The Queen of Jhansi,0,2019,148,6.5,January,0,0,,Action
Manikarnika: The Queen of Jhansi,0,2019,148,6.5,January,0,0,Kangana Ranaut,Biography
Manikarnika: The Queen of Jhansi,0,2019,148,6.5,January,0,0,Rimi Sen,Biography
Manikarnika: The Queen of Jhansi,0,2019,148,6.5,January,0,0,Atul Kulkarni,Biography
Manikarnika: The Queen of Jhansi,0,2019,148,6.5,January,0,0,Nalneesh Neel,Biography
Manikarnika: The Queen of Jhansi,0,2019,148,6.5,January,0,0,Danny Denzongpa,Biography
Manikarnika: The Queen of Jhansi,0,2019,148,6.5,January,0,0,Mishti,Biography
Manikarnika: The Queen of Jhansi,0,2019,148,6.5,January,0,0,Kulbhushan Kharbanda,Biography
Manikarnika: The Queen of Jhansi,0,2019,148,6.5,January,0,0,Mohammed Zeeshan Ayyub,Biography
Manikarnika: The Queen of Jhansi,0,2019,148,6.5,January,0,0,Anil George,Biography
Manikarnika: The Queen of Jhansi,0,2019,148,6.5,January,0,0,Vikram Kochhar,Biography
Manikarnika: The Queen of Jhansi,0,2019,148,6.5,January,0,0,Edward Sonnenblick,Biography
Manikarnika: The Queen of Jhansi,0,2019,148,6.5,January,0,0,Ankita Lokhande,Biography
Manikarnika: The Queen of Jhansi,0,2019,148,6.5,January,0,0,Richard Keep,Biography
Manikarnika: The Queen of Jhansi,0,2019,148,6.5,January,0,0,Jishu Sengupta,Biography
Manikarnika: The Queen of Jhansi,0,2019,148,6.5,January,0,0,,Biography
Manikarnika: The Queen of Jhansi,0,2019,148,6.5,January,0,0,Kangana Ranaut,Drama
Manikarnika: The Queen of Jhansi,0,2019,148,6.5,January,0,0,Rimi Sen,Drama
Manikarnika: The Queen of Jhansi,0,2019,148,6.5,January,0,0,Atul Kulkarni,Drama
Manikarnika: The Queen of Jhansi,0,2019,148,6.5,January,0,0,Nalneesh Neel,Drama
Manikarnika: The Queen of Jhansi,0,2019,148,6.5,January,0,0,Danny Denzongpa,Drama
Manikarnika: The Queen of Jhansi,0,2019,148,6.5,January,0,0,Mishti,Drama
Manikarnika: The Queen of Jhansi,0,2019,148,6.5,January,0,0,Kulbhushan Kharbanda,Drama
Manikarnika: The Queen of Jhansi,0,2019,148,6.5,January,0,0,Mohammed Zeeshan Ayyub,Drama
Manikarnika: The Queen of Jhansi,0,2019,148,6.5,January,0,0,Anil George,Drama
Manikarnika: The Queen of Jhansi,0,2019,148,6.5,January,0,0,Vikram Kochhar,Drama
Manikarnika: The Queen of Jhansi,0,2019,148,6.5,January,0,0,Edward Sonnenblick,Drama
Manikarnika: The Queen of Jhansi,0,2019,148,6.5,January,0,0,Ankita Lokhande,Drama
Manikarnika: The Queen of Jhansi,0,2019,148,6.5,January,0,0,Richard Keep,Drama
Manikarnika: The Queen of Jhansi,0,2019,148,6.5,January,0,0,Jishu Sengupta,Drama
Manikarnika: The Queen of Jhansi,0,2019,148,6.5,January,0,0,,Drama
Thackeray,0,2019,120,5.1,January,0,0,Nawazuddin Siddiqui,Biography
Thackeray,0,2019,120,5.1,January,0,0,Amrita Rao,Biography
Thackeray,0,2019,120,5.1,January,0,0,Abdul Quadir Amin,Biography
Thackeray,0,2019,120,5.1,January,0,0,Sanjay Narvekar,Biography
Thackeray,0,2019,120,5.1,January,0,0,Prakash Belawadi,Biography
Thackeray,0,2019,120,5.1,January,0,0,Vineet Sharma,Biography
Thackeray,0,2019,120,5.1,January,0,0,Radha Sagar,Biography
Thackeray,0,2019,120,5.1,January,0,0,Sonamoni Jayant Gadekar,Biography
Thackeray,0,2019,120,5.1,January,0,0,Satish Alekar,Biography
Thackeray,0,2019,120,5.1,January,0,0,Micky Makhija,Biography
Thackeray,0,2019,120,5.1,January,0,0,Nikhil Mahajan,Biography
Thackeray,0,2019,120,5.1,January,0,0,Resh Lamba,Biography
Thackeray,0,2019,120,5.1,January,0,0,Jaywant Wadkar,Biography
Thackeray,0,2019,120,5.1,January,0,0,Laxman Singh Rajput,Biography
Thackeray,0,2019,120,5.1,January,0,0,,Biography
Thackeray,0,2019,120,5.1,January,0,0,Nawazuddin Siddiqui,Drama
Thackeray,0,2019,120,5.1,January,0,0,Amrita Rao,Drama
Thackeray,0,2019,120,5.1,January,0,0,Abdul Quadir Amin,Drama
Thackeray,0,2019,120,5.1,January,0,0,Sanjay Narvekar,Drama
Thackeray,0,2019,120,5.1,January,0,0,Prakash Belawadi,Drama
Thackeray,0,2019,120,5.1,January,0,0,Vineet Sharma,Drama
Thackeray,0,2019,120,5.1,January,0,0,Radha Sagar,Drama
Thackeray,0,2019,120,5.1,January,0,0,Sonamoni Jayant Gadekar,Drama
Thackeray,0,2019,120,5.1,January,0,0,Satish Alekar,Drama
Thackeray,0,2019,120,5.1,January,0,0,Micky Makhija,Drama
Thackeray,0,2019,120,5.1,January,0,0,Nikhil Mahajan,Drama
Thackeray,0,2019,120,5.1,January,0,0,Resh Lamba,Drama
Thackeray,0,2019,120,5.1,January,0,0,Jaywant Wadkar,Drama
Thackeray,0,2019,120,5.1,January,0,0,Laxman Singh Rajput,Drama
Thackeray,0,2019,120,5.1,January,0,0,,Drama
Amavas,0,2019,134,2.8,February,0,0,Ali Asgar,Horror
Amavas,0,2019,134,2.8,February,0,0,Vivan Bhatena,Horror
Amavas,0,2019,134,2.8,February,0,0,Nargis Fakhri,Horror
Amavas,0,2019,134,2.8,February,0,0,Sachiin Joshi,Horror
Amavas,0,2019,134,2.8,February,0,0,Shabnam Karimzada,Horror
Amavas,0,2019,134,2.8,February,0,0,Kevin Matadeen,Horror
Amavas,0,2019,134,2.8,February,0,0,,Horror
Amavas,0,2019,134,2.8,February,0,0,Ali Asgar,Thriller
Amavas,0,2019,134,2.8,February,0,0,Vivan Bhatena,Thriller
Amavas,0,2019,134,2.8,February,0,0,Nargis Fakhri,Thriller
Amavas,0,2019,134,2.8,February,0,0,Sachiin Joshi,Thriller
Amavas,0,2019,134,2.8,February,0,0,Shabnam Karimzada,Thriller
Amavas,0,2019,134,2.8,February,0,0,Kevin Matadeen,Thriller
Amavas,0,2019,134,2.8,February,0,0,,Thriller
Gully Boy,0,2019,153,8.2,February,3,6,Ranveer Singh,Drama
Gully Boy,0,2019,153,8.2,February,3,6,Alia Bhatt,Drama
Gully Boy,0,2019,153,8.2,February,3,6,Siddhant Chaturvedi,Drama
Gully Boy,0,2019,153,8.2,February,3,6,Vijay Raaz,Drama
Gully Boy,0,2019,153,8.2,February,3,6,Amruta Subhash,Drama
Gully Boy,0,2019,153,8.2,February,3,6,Vijay Varma,Drama
Gully Boy,0,2019,153,8.2,February,3,6,Kalki Koechlin,Drama
Gully Boy,0,2019,153,8.2,February,3,6,Ikhlaque Khan,Drama
Gully Boy,0,2019,153,8.2,February,3,6,Sheeba Chaddha,Drama
Gully Boy,0,2019,153,8.2,February,3,6,Jyoti Subhash,Drama
Gully Boy,0,2019,153,8.2,February,3,6,Rahul Piske,Drama
Gully Boy,0,2019,153,8.2,February,3,6,Nakul Sachdeva,Drama
Gully Boy,0,2019,153,8.2,February,3,6,Shruti Chauhan,Drama
Gully Boy,0,2019,153,8.2,February,3,6,Aishwarya Desai,Drama
Gully Boy,0,2019,153,8.2,February,3,6,,Drama
Gully Boy,0,2019,153,8.2,February,3,6,Ranveer Singh,Music
Gully Boy,0,2019,153,8.2,February,3,6,Alia Bhatt,Music
Gully Boy,0,2019,153,8.2,February,3,6,Siddhant Chaturvedi,Music
Gully Boy,0,2019,153,8.2,February,3,6,Vijay Raaz,Music
Gully Boy,0,2019,153,8.2,February,3,6,Amruta Subhash,Music
Gully Boy,0,2019,153,8.2,February,3,6,Vijay Varma,Music
Gully Boy,0,2019,153,8.2,February,3,6,Kalki Koechlin,Music
Gully Boy,0,2019,153,8.2,February,3,6,Ikhlaque Khan,Music
Gully Boy,0,2019,153,8.2,February,3,6,Sheeba Chaddha,Music
Gully Boy,0,2019,153,8.2,February,3,6,Jyoti Subhash,Music
Gully Boy,0,2019,153,8.2,February,3,6,Rahul Piske,Music
Gully Boy,0,2019,153,8.2,February,3,6,Nakul Sachdeva,Music
Gully Boy,0,2019,153,8.2,February,3,6,Shruti Chauhan,Music
Gully Boy,0,2019,153,8.2,February,3,6,Aishwarya Desai,Music
Gully Boy,0,2019,153,8.2,February,3,6,,Music
Hum chaar,0,2019,143,5.6,February,0,0,Prit Kamani,Drama
Hum chaar,0,2019,143,5.6,February,0,0,Simran Sharma,Drama
Hum chaar,0,2019,143,5.6,February,0,0,Anshuman Malhotra,Drama
Hum chaar,0,2019,143,5.6,February,0,0,Tushar Pandey,Drama
Hum chaar,0,2019,143,5.6,February,0,0,Vibha Anand,Drama
Hum chaar,0,2019,143,5.6,February,0,0,Jatin Goswami,Drama
Hum chaar,0,2019,143,5.6,February,0,0,Jagat Rawat,Drama
Hum chaar,0,2019,143,5.6,February,0,0,Sonal Jha,Drama
Hum chaar,0,2019,143,5.6,February,0,0,Shailesh Datar,Drama
Hum chaar,0,2019,143,5.6,February,0,0,Jayshankar Tripathi,Drama
Hum chaar,0,2019,143,5.6,February,0,0,Alok Pandey,Drama
Hum chaar,0,2019,143,5.6,February,0,0,Sushant Mohindru,Drama
Hum chaar,0,2019,143,5.6,February,0,0,Shahnawaz Pradhan,Drama
Hum chaar,0,2019,143,5.6,February,0,0,Amit Kumar Jha,Drama
Hum chaar,0,2019,143,5.6,February,0,0,,Drama
Total Dhamaal,0,2019,130,4.3,February,0,0,Ajay Devgn,Action
Total Dhamaal,0,2019,130,4.3,February,0,0,Madhuri Dixit,Action
Total Dhamaal,0,2019,130,4.3,February,0,0,Anil Kapoor,Action
Total Dhamaal,0,2019,130,4.3,February,0,0,Riteish Deshmukh,Action
Total Dhamaal,0,2019,130,4.3,February,0,0,Arshad Warsi,Action
Total Dhamaal,0,2019,130,4.3,February,0,0,Javed Jaffrey,Action
Total Dhamaal,0,2019,130,4.3,February,0,0,Esha Gupta,Action
Total Dhamaal,0,2019,130,4.3,February,0,0,Boman Irani,Action
Total Dhamaal,0,2019,130,4.3,February,0,0,Sanjay Mishra,Action
Total Dhamaal,0,2019,130,4.3,February,0,0,Vijay Patkar,Action
Total Dhamaal,0,2019,130,4.3,February,0,0,Pitobash,Action
Total Dhamaal,0,2019,130,4.3,February,0,0,Mahesh Manjrekar,Action
Total Dhamaal,0,2019,130,4.3,February,0,0,Ali,Action
Total Dhamaal,0,2019,130,4.3,February,0,0,,Action
Total Dhamaal,0,2019,130,4.3,February,0,0,Ajay Devgn,Adventure
Total Dhamaal,0,2019,130,4.3,February,0,0,Madhuri Dixit,Adventure
Total Dhamaal,0,2019,130,4.3,February,0,0,Anil Kapoor,Adventure
Total Dhamaal,0,2019,130,4.3,February,0,0,Riteish Deshmukh,Adventure
Total Dhamaal,0,2019,130,4.3,February,0,0,Arshad Warsi,Adventure
Total Dhamaal,0,2019,130,4.3,February,0,0,Javed Jaffrey,Adventure
Total Dhamaal,0,2019,130,4.3,February,0,0,Esha Gupta,Adventure
Total Dhamaal,0,2019,130,4.3,February,0,0,Boman Irani,Adventure
Total Dhamaal,0,2019,130,4.3,February,0,0,Sanjay Mishra,Adventure
Total Dhamaal,0,2019,130,4.3,February,0,0,Vijay Patkar,Adventure
Total Dhamaal,0,2019,130,4.3,February,0,0,Pitobash,Adventure
Total Dhamaal,0,2019,130,4.3,February,0,0,Mahesh Manjrekar,Adventure
Total Dhamaal,0,2019,130,4.3,February,0,0,Ali,Adventure
Total Dhamaal,0,2019,130,4.3,February,0,0,,Adventure
Total Dhamaal,0,2019,130,4.3,February,0,0,Ajay Devgn,Comedy
Total Dhamaal,0,2019,130,4.3,February,0,0,Madhuri Dixit,Comedy
Total Dhamaal,0,2019,130,4.3,February,0,0,Anil Kapoor,Comedy
Total Dhamaal,0,2019,130,4.3,February,0,0,Riteish Deshmukh,Comedy
Total Dhamaal,0,2019,130,4.3,February,0,0,Arshad Warsi,Comedy
Total Dhamaal,0,2019,130,4.3,February,0,0,Javed Jaffrey,Comedy
Total Dhamaal,0,2019,130,4.3,February,0,0,Esha Gupta,Comedy
Total Dhamaal,0,2019,130,4.3,February,0,0,Boman Irani,Comedy
Total Dhamaal,0,2019,130,4.3,February,0,0,Sanjay Mishra,Comedy
Total Dhamaal,0,2019,130,4.3,February,0,0,Vijay Patkar,Comedy
Total Dhamaal,0,2019,130,4.3,February,0,0,Pitobash,Comedy
Total Dhamaal,0,2019,130,4.3,February,0,0,Mahesh Manjrekar,Comedy
Total Dhamaal,0,2019,130,4.3,February,0,0,Ali,Comedy
Total Dhamaal,0,2019,130,4.3,February,0,0,,Comedy
Sonchiriya,0,2019,143,7.5,March,0,0,Sushant Singh Rajput,Action
Sonchiriya,0,2019,143,7.5,March,0,0,Bhumi Pednekar,Action
Sonchiriya,0,2019,143,7.5,March,0,0,Manoj Bajpayee,Action
Sonchiriya,0,2019,143,7.5,March,0,0,Ranvir Shorey,Action
Sonchiriya,0,2019,143,7.5,March,0,0,Ashutosh Rana,Action
Sonchiriya,0,2019,143,7.5,March,0,0,Gagandev Riar,Action
Sonchiriya,0,2019,143,7.5,March,0,0,,Action
Sonchiriya,0,2019,143,7.5,March,0,0,Sushant Singh Rajput,Crime
Sonchiriya,0,2019,143,7.5,March,0,0,Bhumi Pednekar,Crime
Sonchiriya,0,2019,143,7.5,March,0,0,Manoj Bajpayee,Crime
Sonchiriya,0,2019,143,7.5,March,0,0,Ranvir Shorey,Crime
Sonchiriya,0,2019,143,7.5,March,0,0,Ashutosh Rana,Crime
Sonchiriya,0,2019,143,7.5,March,0,0,Gagandev Riar,Crime
Sonchiriya,0,2019,143,7.5,March,0,0,,Crime
Sonchiriya,0,2019,143,7.5,March,0,0,Sushant Singh Rajput,Drama
Sonchiriya,0,2019,143,7.5,March,0,0,Bhumi Pednekar,Drama
Sonchiriya,0,2019,143,7.5,March,0,0,Manoj Bajpayee,Drama
Sonchiriya,0,2019,143,7.5,March,0,0,Ranvir Shorey,Drama
Sonchiriya,0,2019,143,7.5,March,0,0,Ashutosh Rana,Drama
Sonchiriya,0,2019,143,7.5,March,0,0,Gagandev Riar,Drama
Sonchiriya,0,2019,143,7.5,March,0,0,,Drama
Badla,0,2019,118,7.9,March,0,1,Amitabh Bachchan,Crime
Badla,0,2019,118,7.9,March,0,1,Taapsee Pannu,Crime
Badla,0,2019,118,7.9,March,0,1,Amrita Singh,Crime
Badla,0,2019,118,7.9,March,0,1,Antonio Aakeel,Crime
Badla,0,2019,118,7.9,March,0,1,Tony Luke,Crime
Badla,0,2019,118,7.9,March,0,1,Tanveer Ghani,Crime
Badla,0,2019,118,7.9,March,0,1,Tariqsafdar Hussain,Crime
Badla,0,2019,118,7.9,March,0,1,Mark Mansfield,Crime
Badla,0,2019,118,7.9,March,0,1,,Crime
Badla,0,2019,118,7.9,March,0,1,Amitabh Bachchan,Drama
Badla,0,2019,118,7.9,March,0,1,Taapsee Pannu,Drama
Badla,0,2019,118,7.9,March,0,1,Amrita Singh,Drama
Badla,0,2019,118,7.9,March,0,1,Antonio Aakeel,Drama
Badla,0,2019,118,7.9,March,0,1,Tony Luke,Drama
Badla,0,2019,118,7.9,March,0,1,Tanveer Ghani,Drama
Badla,0,2019,118,7.9,March,0,1,Tariqsafdar Hussain,Drama
Badla,0,2019,118,7.9,March,0,1,Mark Mansfield,Drama
Badla,0,2019,118,7.9,March,0,1,,Drama
Badla,0,2019,118,7.9,March,0,1,Amitabh Bachchan,Mystery
Badla,0,2019,118,7.9,March,0,1,Taapsee Pannu,Mystery
Badla,0,2019,118,7.9,March,0,1,Amrita Singh,Mystery
Badla,0,2019,118,7.9,March,0,1,Antonio Aakeel,Mystery
Badla,0,2019,118,7.9,March,0,1,Tony Luke,Mystery
Badla,0,2019,118,7.9,March,0,1,Tanveer Ghani,Mystery
Badla,0,2019,118,7.9,March,0,1,Tariqsafdar Hussain,Mystery
Badla,0,2019,118,7.9,March,0,1,Mark Mansfield,Mystery
Badla,0,2019,118,7.9,March,0,1,,Mystery
Mard Ko Dard Nahin Hota,0,2018,134,7.4,March,2,2,Abhimanyu Dasani,Action
Mard Ko Dard Nahin Hota,0,2018,134,7.4,March,2,2,Radhika Madan,Action
Mard Ko Dard Nahin Hota,0,2018,134,7.4,March,2,2,Prateek Parmar,Action
Mard Ko Dard Nahin Hota,0,2018,134,7.4,March,2,2,Satyajit Ganu,Action
Mard Ko Dard Nahin Hota,0,2018,134,7.4,March,2,2,,Action
Mard Ko Dard Nahin Hota,0,2018,134,7.4,March,2,2,Abhimanyu Dasani,Comedy
Mard Ko Dard Nahin Hota,0,2018,134,7.4,March,2,2,Radhika Madan,Comedy
Mard Ko Dard Nahin Hota,0,2018,134,7.4,March,2,2,Prateek Parmar,Comedy
Mard Ko Dard Nahin Hota,0,2018,134,7.4,March,2,2,Satyajit Ganu,Comedy
Mard Ko Dard Nahin Hota,0,2018,134,7.4,March,2,2,,Comedy
Hamid,0,2018,108,7.7,March,0,0,Talha Arshad Reshi,Drama
Hamid,0,2018,108,7.7,March,0,0,Vikas Kumar,Drama
Hamid,0,2018,108,7.7,March,0,0,Rasika Dugal,Drama
Hamid,0,2018,108,7.7,March,0,0,Sumit Kaul,Drama
Hamid,0,2018,108,7.7,March,0,0,Bashir Lone,Drama
Hamid,0,2018,108,7.7,March,0,0,Gurveer Singh,Drama
Hamid,0,2018,108,7.7,March,0,0,Ashraf Nagoo,Drama
Hamid,0,2018,108,7.7,March,0,0,Mir Sarwar,Drama
Hamid,0,2018,108,7.7,March,0,0,Qazi Faiz,Drama
Hamid,0,2018,108,7.7,March,0,0,Umar Adil,Drama
Hamid,0,2018,108,7.7,March,0,0,,Drama
Photograph,0,2019,110,6.9,May,0,0,Nawazuddin Siddiqui,Drama
Photograph,0,2019,110,6.9,May,0,0,Sanya Malhotra,Drama
Photograph,0,2019,110,6.9,May,0,0,Sachin Khedekar,Drama
Photograph,0,2019,110,6.9,May,0,0,Denzil Smith,Drama
Photograph,0,2019,110,6.9,May,0,0,Brinda Trivedi,Drama
Photograph,0,2019,110,6.9,May,0,0,Lubna Salim,Drama
Photograph,0,2019,110,6.9,May,0,0,Rajesh Kumar Sharma,Drama
Photograph,0,2019,110,6.9,May,0,0,Shihaan Bakshi,Drama
Photograph,0,2019,110,6.9,May,0,0,Akash Sinha,Drama
Photograph,0,2019,110,6.9,May,0,0,Seema Pravin Shende,Drama
Photograph,0,2019,110,6.9,May,0,0,Robin Das,Drama
Photograph,0,2019,110,6.9,May,0,0,Bhagwan Das Patel,Drama
Photograph,0,2019,110,6.9,May,0,0,Ashok Pathak,Drama
Photograph,0,2019,110,6.9,May,0,0,Amarjeet Singh,Drama
Photograph,0,2019,110,6.9,May,0,0,,Drama
Photograph,0,2019,110,6.9,May,0,0,Nawazuddin Siddiqui,Romance
Photograph,0,2019,110,6.9,May,0,0,Sanya Malhotra,Romance
Photograph,0,2019,110,6.9,May,0,0,Sachin Khedekar,Romance
Photograph,0,2019,110,6.9,May,0,0,Denzil Smith,Romance
Photograph,0,2019,110,6.9,May,0,0,Brinda Trivedi,Romance
Photograph,0,2019,110,6.9,May,0,0,Lubna Salim,Romance
Photograph,0,2019,110,6.9,May,0,0,Rajesh Kumar Sharma,Romance
Photograph,0,2019,110,6.9,May,0,0,Shihaan Bakshi,Romance
Photograph,0,2019,110,6.9,May,0,0,Akash Sinha,Romance
Photograph,0,2019,110,6.9,May,0,0,Seema Pravin Shende,Romance
Photograph,0,2019,110,6.9,May,0,0,Robin Das,Romance
Photograph,0,2019,110,6.9,May,0,0,Bhagwan Das Patel,Romance
Photograph,0,2019,110,6.9,May,0,0,Ashok Pathak,Romance
Photograph,0,2019,110,6.9,May,0,0,Amarjeet Singh,Romance
Photograph,0,2019,110,6.9,May,0,0,,Romance
Risknamaa,0,2019,123,6.7,March,0,0,Garima Agarwal,Thriller
Risknamaa,0,2019,123,6.7,March,0,0,Anupama,Thriller
Risknamaa,0,2019,123,6.7,March,0,0,Parveen Bansala,Thriller
Risknamaa,0,2019,123,6.7,March,0,0,Mahaveer Singh Fauji,Thriller
Risknamaa,0,2019,123,6.7,March,0,0,Javed Haider,Thriller
Risknamaa,0,2019,123,6.7,March,0,0,Shahbaaz Khan,Thriller
Risknamaa,0,2019,123,6.7,March,0,0,Sachin Khari,Thriller
Risknamaa,0,2019,123,6.7,March,0,0,Pramod Moutho,Thriller
Risknamaa,0,2019,123,6.7,March,0,0,Aarun Nagar,Thriller
Risknamaa,0,2019,123,6.7,March,0,0,Khyati Sharma,Thriller
Risknamaa,0,2019,123,6.7,March,0,0,Ravi Sharma,Thriller
Risknamaa,0,2019,123,6.7,March,0,0,Shashikant Sharma,Thriller
Risknamaa,0,2019,123,6.7,March,0,0,,Thriller
Mere Pyare Prime Minister,0,2018,104,6.8,March,0,0,Rasika Agashe,Drama
Mere Pyare Prime Minister,0,2018,104,6.8,March,0,0,Sonia Albizuri,Drama
Mere Pyare Prime Minister,0,2018,104,6.8,March,0,0,Syna Anand,Drama
Mere Pyare Prime Minister,0,2018,104,6.8,March,0,0,Adarsh Bharti,Drama
Mere Pyare Prime Minister,0,2018,104,6.8,March,0,0,Makrand Deshpande,Drama
Mere Pyare Prime Minister,0,2018,104,6.8,March,0,0,Om Kanojiya,Drama
Mere Pyare Prime Minister,0,2018,104,6.8,March,0,0,Atul Kulkarni,Drama
Mere Pyare Prime Minister,0,2018,104,6.8,March,0,0,Anjali Patil,Drama
Mere Pyare Prime Minister,0,2018,104,6.8,March,0,0,Prasad,Drama
Mere Pyare Prime Minister,0,2018,104,6.8,March,0,0,Nachiket Purnapatre,Drama
Mere Pyare Prime Minister,0,2018,104,6.8,March,0,0,Niteesh Wadhwa,Drama
Mere Pyare Prime Minister,0,2018,104,6.8,March,0,0,,Drama
22 Yards,0,2019,126,5.3,March,0,0,Barun Sobti,Sport
22 Yards,0,2019,126,5.3,March,0,0,Rajit Kapur,Sport
22 Yards,0,2019,126,5.3,March,0,0,Panchhi Bora,Sport
22 Yards,0,2019,126,5.3,March,0,0,Kartikey Tripathi,Sport
22 Yards,0,2019,126,5.3,March,0,0,,Sport
Kesari,0,2019,150,7.4,March,0,0,Akshay Kumar,Action
Kesari,0,2019,150,7.4,March,0,0,Parineeti Chopra,Action
Kesari,0,2019,150,7.4,March,0,0,Suvinder Vicky,Action
Kesari,0,2019,150,7.4,March,0,0,Vansh Bhardwaj,Action
Kesari,0,2019,150,7.4,March,0,0,Sumeet Basran,Action
Kesari,0,2019,150,7.4,March,0,0,Ajit Singh,Action
Kesari,0,2019,150,7.4,March,0,0,Sandeep Nahar,Action
Kesari,0,2019,150,7.4,March,0,0,Harwinder Singh Aujla,Action
Kesari,0,2019,150,7.4,March,0,0,Rakesh Sharma,Action
Kesari,0,2019,150,7.4,March,0,0,Adhrit Sharma,Action
Kesari,0,2019,150,7.4,March,0,0,Vivek Saini,Action
Kesari,0,2019,150,7.4,March,0,0,Harbhagwan Singh,Action
Kesari,0,2019,150,7.4,March,0,0,Rajdeep Singh Dhaliwal,Action
Kesari,0,2019,150,7.4,March,0,0,Gurpreet Toti,Action
Kesari,0,2019,150,7.4,March,0,0,,Action
Kesari,0,2019,150,7.4,March,0,0,Akshay Kumar,Drama
Kesari,0,2019,150,7.4,March,0,0,Parineeti Chopra,Drama
Kesari,0,2019,150,7.4,March,0,0,Suvinder Vicky,Drama
Kesari,0,2019,150,7.4,March,0,0,Vansh Bhardwaj,Drama
Kesari,0,2019,150,7.4,March,0,0,Sumeet Basran,Drama
Kesari,0,2019,150,7.4,March,0,0,Ajit Singh,Drama
Kesari,0,2019,150,7.4,March,0,0,Sandeep Nahar,Drama
Kesari,0,2019,150,7.4,March,0,0,Harwinder Singh Aujla,Drama
Kesari,0,2019,150,7.4,March,0,0,Rakesh Sharma,Drama
Kesari,0,2019,150,7.4,March,0,0,Adhrit Sharma,Drama
Kesari,0,2019,150,7.4,March,0,0,Vivek Saini,Drama
Kesari,0,2019,150,7.4,March,0,0,Harbhagwan Singh,Drama
Kesari,0,2019,150,7.4,March,0,0,Rajdeep Singh Dhaliwal,Drama
Kesari,0,2019,150,7.4,March,0,0,Gurpreet Toti,Drama
Kesari,0,2019,150,7.4,March,0,0,,Drama
Kesari,0,2019,150,7.4,March,0,0,Akshay Kumar,History
Kesari,0,2019,150,7.4,March,0,0,Parineeti Chopra,History
Kesari,0,2019,150,7.4,March,0,0,Suvinder Vicky,History
Kesari,0,2019,150,7.4,March,0,0,Vansh Bhardwaj,History
Kesari,0,2019,150,7.4,March,0,0,Sumeet Basran,History
Kesari,0,2019,150,7.4,March,0,0,Ajit Singh,History
Kesari,0,2019,150,7.4,March,0,0,Sandeep Nahar,History
Kesari,0,2019,150,7.4,March,0,0,Harwinder Singh Aujla,History
Kesari,0,2019,150,7.4,March,0,0,Rakesh Sharma,History
Kesari,0,2019,150,7.4,March,0,0,Adhrit Sharma,History
Kesari,0,2019,150,7.4,March,0,0,Vivek Saini,History
Kesari,0,2019,150,7.4,March,0,0,Harbhagwan Singh,History
Kesari,0,2019,150,7.4,March,0,0,Rajdeep Singh Dhaliwal,History
Kesari,0,2019,150,7.4,March,0,0,Gurpreet Toti,History
Kesari,0,2019,150,7.4,March,0,0,,History
Notebook,0,2019,115,6.8,March,0,0,Zaheer Iqbal,Drama
Notebook,0,2019,115,6.8,March,0,0,Pranutan Bahl,Drama
Notebook,0,2019,115,6.8,March,0,0,Mir Mohammed Mehroos,Drama
Notebook,0,2019,115,6.8,March,0,0,Mir Mohammed Zayan,Drama
Notebook,0,2019,115,6.8,March,0,0,Soliha Maqbool,Drama
Notebook,0,2019,115,6.8,March,0,0,Baba Hatim,Drama
Notebook,0,2019,115,6.8,March,0,0,Adiba Bhat,Drama
Notebook,0,2019,115,6.8,March,0,0,Hafsa Ashraf,Drama
Notebook,0,2019,115,6.8,March,0,0,Madikha,Drama
Notebook,0,2019,115,6.8,March,0,0,Bareen,Drama
Notebook,0,2019,115,6.8,March,0,0,Mozim Bhat,Drama
Notebook,0,2019,115,6.8,March,0,0,Mir Sarwar,Drama
Notebook,0,2019,115,6.8,March,0,0,Hemant Kher,Drama
Notebook,0,2019,115,6.8,March,0,0,Shrysh Zutshi,Drama
Notebook,0,2019,115,6.8,March,0,0,,Drama
